UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],delta_temp,power_proxy,Machine failure,TWF,HDF,PWF,OSF,RNF,risk_score,risk_level
702,L47881,L,297.7,308.8,1515,40.1,82,11.100000000000023,60751.5,0,0,0,0,0,0,0.4409534555570765,Medium
703,M15562,M,297.7,308.9,1531,48.3,84,11.199999999999989,73947.3,0,0,0,0,0,0,0.5188194084676049,Medium
704,H30117,H,297.7,308.9,1479,40.9,87,11.199999999999989,60491.1,0,0,0,0,0,0,0.4526691191586268,Medium
705,L47884,L,297.7,308.9,1516,33.7,92,11.199999999999989,51089.200000000004,0,0,0,0,0,0,0.39988918080400737,Low
706,L47885,L,297.7,309.0,1507,38.2,94,11.300000000000011,57567.4,0,0,0,0,0,0,0.4423320394586339,Medium
707,M15566,M,297.8,309.0,1434,43.3,96,11.199999999999989,62092.2,0,0,0,0,0,0,0.48368260916608197,Medium
708,L47887,L,297.7,308.9,1838,27.3,99,11.199999999999989,50177.4,0,0,0,0,0,0,0.3737428636070798,Low
709,M15568,M,297.6,308.8,1416,45.9,101,11.199999999999989,64994.4,0,0,0,0,0,0,0.5123942631074712,Medium
710,M15569,M,297.6,308.8,1357,49.7,104,11.199999999999989,67442.90000000001,0,0,0,0,0,0,0.5435178735171878,High
711,M15570,M,297.5,308.7,1697,28.1,107,11.199999999999989,47685.700000000004,0,0,0,0,0,0,0.3851882190004533,Low
712,L47891,L,297.5,308.7,1443,46.2,110,11.199999999999989,66666.6,0,0,0,0,0,0,0.5320290424459949,Medium
713,L47892,L,297.5,308.7,1453,37.6,112,11.199999999999989,54632.8,0,0,0,0,0,0,0.4609002350052961,Medium
714,L47893,L,297.4,308.6,1439,46.4,114,11.200000000000045,66769.59999999999,0,0,0,0,0,0,0.5396834795271224,High
715,L47894,L,297.4,308.6,1609,36.2,116,11.200000000000045,58245.8,0,0,0,0,0,0,0.4676498986264451,Medium
716,L47895,L,297.4,308.6,1324,59.1,118,11.200000000000045,78248.40000000001,0,0,0,0,0,0,0.641578925044842,High
717,H30130,H,297.4,308.6,1420,45.8,120,11.200000000000045,65035.99999999999,0,0,0,0,0,0,0.5419778071129052,High
718,L47897,L,297.4,308.7,1545,36.9,125,11.300000000000011,57010.5,0,0,0,0,0,0,0.4829497705543515,Medium
719,L47898,L,297.5,308.8,1477,39.0,127,11.300000000000011,57603.0,0,0,0,0,0,0,0.4989815446748652,Medium
720,L47899,L,297.4,308.8,1447,58.1,129,11.400000000000034,84070.7,0,0,0,0,0,0,0.6665575451030122,High
721,L47900,L,297.4,308.9,1809,23.8,131,11.5,43054.200000000004,0,0,0,0,0,0,0.38910023440951985,Low
722,L47901,L,297.5,308.9,1696,30.9,133,11.399999999999977,52406.399999999994,0,0,0,0,0,0,0.45228624756124414,Medium
723,L47902,L,297.5,308.9,1427,44.7,135,11.399999999999977,63786.9,0,0,0,0,0,0,0.5568427286607236,High
724,M15583,M,297.4,308.9,1500,46.3,137,11.5,69450.0,0,0,0,0,0,0,0.581520115843254,High
725,L47904,L,297.5,308.9,1390,44.6,140,11.399999999999977,61994.0,0,0,0,0,0,0,0.5601700432587828,High
726,L47905,L,297.4,308.8,1640,34.2,142,11.400000000000034,56088.00000000001,0,0,0,0,0,0,0.49291935909683826,Medium
727,M15586,M,297.4,308.8,1628,37.4,144,11.400000000000034,60887.2,0,0,0,0,0,0,0.5244469033661189,Medium
728,H30141,H,297.3,308.6,1499,37.6,147,11.300000000000011,56362.4,0,0,0,0,0,0,0.5201223511194708,Medium
729,M15588,M,297.4,308.7,1425,50.3,152,11.300000000000011,71677.5,0,0,0,0,0,0,0.6322184060320118,High
730,L47909,L,297.3,308.6,1586,37.7,155,11.300000000000011,59792.200000000004,0,0,0,0,0,0,0.5410262611606735,High
731,M15590,M,297.3,308.6,1471,50.7,157,11.300000000000011,74579.7,0,0,0,0,0,0,0.6488421478854891,High
732,M15591,M,297.3,308.6,1431,53.0,160,11.300000000000011,75843.0,0,0,0,0,0,0,0.6690610361917453,High
733,L47912,L,297.2,308.6,1924,22.1,163,11.400000000000034,42520.4,0,0,0,0,0,0,0.4291530931566592,Medium
734,M15593,M,297.1,308.4,1421,42.0,165,11.299999999999955,59682.0,0,0,0,0,0,0,0.5802153088533557,High
735,H30148,H,297.0,308.4,1305,54.6,168,11.399999999999977,71253.0,0,0,0,0,0,0,0.680187435509065,High
736,L47915,L,296.9,308.4,1557,32.4,173,11.5,50446.799999999996,0,0,0,0,0,0,0.5193661898229174,Medium
737,L47916,L,296.9,308.3,1555,38.2,175,11.400000000000034,59401.00000000001,0,0,0,0,0,0,0.5745151004580439,High
738,H30151,H,296.9,308.3,1474,39.2,177,11.400000000000034,57780.8,0,0,0,0,0,0,0.5795313186891846,High
739,L47918,L,296.8,308.3,1506,45.9,182,11.5,69125.4,0,0,0,0,0,0,0.649739231950177,High
740,L47919,L,296.9,308.4,1390,41.8,184,11.5,58101.99999999999,0,0,0,0,0,0,0.6056059141232644,High
741,M15600,M,296.9,308.4,1450,46.9,186,11.5,68005.0,0,0,0,0,0,0,0.6590404799841091,High
742,L47921,L,296.9,308.3,1513,38.8,189,11.400000000000034,58704.399999999994,0,0,0,0,0,0,0.5983810370177124,High
743,L47922,L,296.8,308.2,1643,34.7,191,11.399999999999977,57012.100000000006,0,0,0,0,0,0,0.5752132795096725,High
744,L47923,L,296.8,308.2,1361,53.8,193,11.399999999999977,73221.8,0,0,0,0,0,0,0.719741116511107,High
745,L47924,L,296.7,308.1,1450,40.9,195,11.400000000000034,59305.0,0,0,0,0,0,0,0.6207551212763118,High
746,L47925,L,296.7,308.0,1451,50.7,197,11.300000000000011,73565.7,0,0,0,0,0,0,0.7098049510647234,High
747,L47926,L,296.8,308.1,1289,62.0,199,11.300000000000011,79918.0,1,0,0,0,1,0,0.7893275689599926,High
748,L47927,L,296.8,308.1,1356,48.3,201,11.300000000000011,65494.799999999996,0,0,0,0,0,0,0.68480816566813,High
749,H30162,H,296.7,308.1,1528,46.3,203,11.400000000000034,70746.4,0,0,0,0,0,0,0.6887807552531185,High
750,L47929,L,296.6,308.0,1978,22.3,208,11.399999999999977,44109.4,0,0,0,0,0,0,0.5049684802667933,Medium
751,L47930,L,296.7,308.0,1535,36.8,210,11.300000000000011,56487.99999999999,0,0,0,0,0,0,0.6156136938745636,High
752,M15611,M,296.8,308.1,1843,24.2,212,11.300000000000011,44600.6,0,0,0,0,0,0,0.5228358029551282,Medium
753,L47932,L,296.9,308.1,1422,48.7,215,11.200000000000045,69251.40000000001,0,0,0,0,0,0,0.7175808631850328,High
754,L47933,L,296.8,308.0,1536,40.4,217,11.199999999999989,62054.399999999994,0,0,0,0,0,0,0.6589679602160743,High
755,M15614,M,296.9,308.1,1483,44.3,219,11.200000000000045,65696.9,0,0,0,0,0,0,0.6917427296284792,High
756,H30169,H,296.8,308.1,1492,43.7,222,11.300000000000011,65200.4,0,0,0,0,0,0,0.6920735494662255,High
757,L47936,L,296.8,308.0,1584,40.4,227,11.199999999999989,63993.6,0,0,0,0,0,0,0.6791353239028456,High
758,L47937,L,296.9,308.1,1555,33.7,229,11.200000000000045,52403.50000000001,0,0,0,0,0,0,0.6194430032140908,High
759,L47938,L,296.8,308.0,1497,41.7,231,11.199999999999989,62424.9,0,0,0,0,0,0,0.6890776617734512,High
760,M15619,M,296.7,307.8,1537,36.3,233,11.100000000000023,55793.1,0,0,0,0,0,0,0.6476687430431775,High
761,L47940,L,296.7,307.8,1505,39.4,236,11.100000000000023,59297.0,0,0,0,0,0,0,0.6773175226405237,High
762,L47941,L,296.7,307.8,1646,34.6,238,11.100000000000023,56951.600000000006,0,0,0,0,0,0,0.6488361950712795,High
763,M15622,M,296.7,307.8,1286,60.5,0,11.100000000000023,77803.0,0,0,0,0,0,0,0.4617092219615879,Medium
764,L47943,L,296.7,307.8,1400,47.5,3,11.100000000000023,66500.0,0,0,0,0,0,0,0.36962761429226937,Low
765,L47944,L,296.8,307.9,1337,56.5,5,11.099999999999966,75540.5,0,0,0,0,0,0,0.4425528454639688,Medium
766,L47945,L,296.9,308.0,1332,53.9,7,11.100000000000023,71794.8,0,0,0,0,0,0,0.42301316918653364,Medium
767,L47946,L,296.8,308.0,1561,38.3,9,11.199999999999989,59786.299999999996,0,0,0,0,0,0,0.31347966853041603,Low
768,L47947,L,296.9,308.0,1546,31.1,11,11.100000000000023,48080.600000000006,0,0,0,0,0,0,0.2507803595034428,Low
769,L47948,L,296.9,308.0,1713,29.3,13,11.100000000000023,50190.9,0,0,0,0,0,0,0.24879382759303212,Low
770,L47949,L,296.9,308.0,1343,44.5,15,11.100000000000023,59763.5,0,0,0,0,0,0,0.3569805404773173,Low
771,L47950,L,296.8,308.0,1391,54.4,17,11.199999999999989,75670.4,0,0,0,0,0,0,0.45027858145400323,Medium
772,H30185,H,296.8,308.0,1311,58.6,19,11.199999999999989,76824.6,0,0,0,0,0,0,0.47911087145074255,Medium
773,H30186,H,296.8,308.0,1453,51.0,24,11.199999999999989,74103.0,0,0,0,0,0,0,0.43914274740636006,Medium
774,L47953,L,296.8,308.0,1510,39.4,29,11.199999999999989,59494.0,0,0,0,0,0,0,0.35048742435932123,Low
775,L47954,L,296.8,307.9,1448,48.8,31,11.099999999999966,70662.4,0,0,0,0,0,0,0.43039152489159344,Medium
776,L47955,L,296.7,307.8,1453,46.0,33,11.100000000000023,66838.0,0,0,0,0,0,0,0.40957612060341453,Low
777,L47956,L,296.7,307.8,1468,39.2,35,11.100000000000023,57545.600000000006,0,0,0,0,0,0,0.35449693126280707,Low
778,L47957,L,296.7,307.8,1382,47.5,37,11.100000000000023,65645.0,0,0,0,0,0,0,0.4214615002435603,Medium
779,L47958,L,296.7,308.0,1580,32.2,39,11.300000000000011,50876.00000000001,0,0,0,0,0,0,0.3073739282352642,Low
780,L47959,L,296.8,308.0,1666,29.8,41,11.199999999999989,49646.8,0,0,0,0,0,0,0.2945873452251178,Low
781,M15640,M,296.9,308.0,1409,50.7,43,11.100000000000023,71436.3,0,0,0,0,0,0,0.46154225276087857,Medium
782,L47961,L,296.8,308.0,1675,29.7,46,11.199999999999989,49747.5,0,0,0,0,0,0,0.30216929057623065,Low
783,L47962,L,296.8,307.9,1698,30.8,48,11.099999999999966,52298.4,0,0,0,0,0,0,0.31710678568448425,Low
784,H30197,H,296.7,307.9,1579,33.4,50,11.199999999999989,52738.6,0,0,0,0,0,0,0.33554361765169616,Low
785,L47964,L,296.7,307.9,1743,27.9,55,11.199999999999989,48629.7,0,0,0,0,0,0,0.3039969033694174,Low
786,M15645,M,296.9,308.0,1497,44.8,57,11.100000000000023,67065.59999999999,0,0,0,0,0,0,0.4414387605719384,Medium
787,L47966,L,296.9,308.1,1741,28.8,60,11.200000000000045,50140.8,0,0,0,0,0,0,0.3202423081726332,Low
788,L47967,L,296.9,308.1,1435,45.3,62,11.200000000000045,65005.49999999999,0,0,0,0,0,0,0.44746242076855164,Medium
789,M15648,M,296.9,308.1,1440,46.3,64,11.200000000000045,66672.0,0,0,0,0,0,0,0.45986335324560534,Medium
790,M15649,M,296.9,308.0,1641,33.3,67,11.100000000000023,54645.299999999996,0,0,0,0,0,0,0.3661557019155428,Low
791,L47970,L,296.8,307.9,1420,45.4,70,11.099999999999966,64468.0,0,0,0,0,0,0,0.4594524120377913,Medium
792,L47971,L,296.8,307.9,1611,35.4,72,11.099999999999966,57029.399999999994,0,0,0,0,0,0,0.3909560113304456,Low
793,L47972,L,296.8,307.8,1373,42.9,74,11.0,58901.7,0,0,0,0,0,0,0.43953363077282975,Medium
794,M15653,M,296.8,307.9,1683,31.8,76,11.099999999999966,53519.4,0,0,0,0,0,0,0.3696134668909323,Low
795,H30208,H,296.9,307.9,1547,32.6,79,11.0,50432.200000000004,0,0,0,0,0,0,0.371815686155283,Low
796,L47975,L,296.9,307.8,1605,37.0,84,10.900000000000034,59385.0,0,0,0,0,0,0,0.4240122265153125,Medium
797,M15656,M,296.9,307.9,2010,18.9,86,11.0,37989.0,0,0,0,0,0,0,0.2796501795953174,Low
798,L47977,L,296.8,307.7,1565,40.1,89,10.899999999999977,62756.5,0,0,0,0,0,0,0.45652557881675976,Medium
799,M15658,M,296.9,307.8,1828,24.6,91,10.900000000000034,44968.8,0,0,0,0,0,0,0.33455654663993717,Low
800,M15659,M,297.0,307.8,1579,34.1,94,10.800000000000011,53843.9,0,0,0,0,0,0,0.4114384296218064,Low
801,M15660,M,297.0,307.9,1882,24.2,97,10.899999999999977,45544.4,0,0,0,0,0,0,0.3431381959704549,Low
802,L47981,L,296.9,307.8,1285,52.1,100,10.900000000000034,66948.5,0,0,0,0,0,0,0.5492697345426738,High
803,L47982,L,296.9,307.8,1571,35.0,102,10.900000000000034,54985.0,0,0,0,0,0,0,0.4315955837900701,Medium
804,H30217,H,296.9,307.8,1549,37.8,104,10.900000000000034,58552.2,0,0,0,0,0,0,0.45815720952876354,Medium
805,M15664,M,296.9,307.8,1544,37.6,109,10.900000000000034,58054.4,0,0,0,0,0,0,0.46384496599830577,Medium
806,M15665,M,297.0,307.9,1412,47.4,112,10.899999999999977,66928.8,0,0,0,0,0,0,0.5423736278351557,High
807,M15666,M,297.0,307.9,1422,53.0,115,10.899999999999977,75366.0,0,0,0,0,0,0,0.5968430447925717,High
808,L47987,L,297.0,307.7,1867,22.8,118,10.699999999999989,42567.6,0,0,0,0,0,0,0.3619590531536767,Low
809,L47988,L,296.9,307.7,1424,43.3,120,10.800000000000011,61659.2,0,0,0,0,0,0,0.5206543881554169,Medium
810,L47989,L,296.9,307.6,1452,45.7,122,10.700000000000045,66356.40000000001,0,0,0,0,0,0,0.5475571495664762,High
811,L47990,L,296.9,307.7,1550,39.7,124,10.800000000000011,61535.00000000001,0,0,0,0,0,0,0.5069192205661827,Medium
812,L47991,L,296.8,307.6,1588,37.6,126,10.800000000000011,59708.8,0,0,0,0,0,0,0.49443962114377704,Medium
813,L47992,L,296.8,307.6,1338,44.4,128,10.800000000000011,59407.2,0,0,0,0,0,0,0.5342866645842919,Medium
814,L47993,L,296.8,307.6,1513,40.0,130,10.800000000000011,60520.0,0,0,0,0,0,0,0.5157731878346336,Medium
815,M15674,M,296.8,307.5,1470,45.9,132,10.699999999999989,67473.0,0,0,0,0,0,0,0.566975157456573,High
816,M15675,M,296.8,307.5,1516,36.7,135,10.699999999999989,55637.200000000004,0,0,0,0,0,0,0.4945755502263527,Medium
817,L47996,L,296.8,307.6,1434,48.3,138,10.800000000000011,69262.2,0,0,0,0,0,0,0.5936681965073132,High
818,L47997,L,296.8,307.6,1368,52.0,140,10.800000000000011,71136.0,0,0,0,0,0,0,0.6213700653420857,High
819,L47998,L,296.8,307.6,1304,48.7,142,10.800000000000011,63504.8,0,0,0,0,0,0,0.5892541085861619,High
820,L47999,L,296.8,307.6,1398,46.7,144,10.800000000000011,65286.600000000006,0,0,0,0,0,0,0.5854305861163631,High
821,L48000,L,296.7,307.6,1516,37.4,146,10.900000000000034,56698.4,0,0,0,0,0,0,0.5181973631706179,Medium
822,L48001,L,296.7,307.6,1474,41.7,148,10.900000000000034,61465.8,0,0,0,0,0,0,0.5556974137278623,High
823,M15682,M,296.7,307.6,1547,34.7,150,10.900000000000034,53680.9,0,0,0,0,0,0,0.5029064461549717,Medium
824,M15683,M,296.6,307.5,1482,39.9,153,10.899999999999977,59131.799999999996,0,0,0,0,0,0,0.548468299709556,High
825,L48004,L,296.6,307.4,1436,42.8,156,10.799999999999955,61460.799999999996,0,0,0,0,0,0,0.5743783568773282,High
826,L48005,L,296.6,307.3,1474,40.0,158,10.699999999999989,58960.0,0,0,0,0,0,0,0.5565368801687551,High
827,L48006,L,296.5,307.2,1481,38.2,160,10.699999999999989,56574.200000000004,0,0,0,0,0,0,0.5444482964370498,High
828,L48007,L,296.5,307.3,1501,42.1,162,10.800000000000011,63192.1,0,0,0,0,0,0,0.5839083364148514,High
829,L48008,L,296.5,307.3,1566,37.2,164,10.800000000000011,58255.200000000004,0,0,0,0,0,0,0.5490548525523152,High
830,L48009,L,296.5,307.3,1579,34.5,166,10.800000000000011,54475.5,0,0,0,0,0,0,0.5288893329045572,Medium
831,L48010,L,296.6,307.4,1631,35.0,168,10.799999999999955,57085.0,0,0,0,0,0,0,0.5406617899897286,High
832,M15691,M,296.6,307.4,1544,42.3,170,10.799999999999955,65311.2,0,0,0,0,0,0,0.6024167537608767,High
833,L48012,L,296.6,307.4,1521,38.6,173,10.799999999999955,58710.6,0,0,0,0,0,0,0.5719996236866352,High
834,L48013,L,296.6,307.4,1616,28.0,175,10.799999999999955,45248.0,0,0,0,0,0,0,0.48667150930214986,Medium
835,H30248,H,296.6,307.4,1333,50.2,177,10.799999999999955,66916.6,0,0,0,0,0,0,0.6604976300971364,High
836,M15695,M,296.7,307.4,1533,32.5,182,10.699999999999989,49822.5,0,0,0,0,0,0,0.5327421823821494,Medium
837,L48016,L,296.6,307.4,1368,45.1,185,10.799999999999955,61696.8,0,0,0,0,0,0,0.6333957779369932,High
838,L48017,L,296.6,307.4,1465,47.8,187,10.799999999999955,70027.0,0,0,0,0,0,0,0.6701096885913784,High
839,H30252,H,296.6,307.4,1406,41.5,189,10.799999999999955,58349.0,0,0,0,0,0,0,0.6124176721899942,High
840,M15699,M,296.5,307.4,1565,43.5,194,10.899999999999977,68077.5,0,0,0,0,0,0,0.6531702791029358,High
841,L48020,L,296.6,307.5,1582,37.9,197,10.899999999999977,59957.799999999996,0,0,0,0,0,0,0.6089004022895121,High
842,L48021,L,296.6,307.5,1439,45.5,199,10.899999999999977,65474.5,0,0,0,0,0,0,0.6662158839397901,High
843,M15702,M,296.6,307.5,1566,35.0,201,10.899999999999977,54810.0,0,0,0,0,0,0,0.5877241245777798,High
844,L48023,L,296.6,307.5,1485,42.7,204,10.899999999999977,63409.50000000001,0,0,0,0,0,0,0.6540966664509389,High
845,L48024,L,296.5,307.5,1566,35.1,206,11.0,54966.600000000006,0,0,0,0,0,0,0.5965305698126986,High
846,L48025,L,296.3,307.3,1439,41.5,208,11.0,59718.5,0,0,0,0,0,0,0.6455342557694773,High
847,M15706,M,296.4,307.4,1416,50.0,210,11.0,70800.0,0,0,0,0,0,0,0.7202980502939357,High
848,L48027,L,296.4,307.4,2833,5.6,213,11.0,15864.8,1,0,0,1,0,0,0.35765406307170133,Low
849,L48028,L,296.3,307.4,1465,47.1,215,11.099999999999966,69001.5,0,0,0,0,0,0,0.7082281671604125,High
850,H30263,H,296.4,307.4,1586,35.5,0,11.0,56303.0,0,0,0,0,0,0,0.27603935963557413,Low
851,L48030,L,296.3,307.3,1567,31.4,5,11.0,49203.799999999996,0,0,0,0,0,0,0.24546620444988299,Low
852,M15711,M,296.2,307.2,1389,48.6,7,11.0,67505.40000000001,0,0,0,0,0,0,0.38425466165831,Low
853,M15712,M,296.3,307.3,1368,49.5,10,11.0,67716.0,0,0,0,0,0,0,0.3944159857271914,Low
854,L48033,L,296.3,307.3,1444,49.0,13,11.0,70756.0,0,0,0,0,0,0,0.4032422329089453,Low
855,M15714,M,296.3,307.3,1498,41.6,15,11.0,62316.8,0,0,0,0,0,0,0.3467833507059951,Low
856,L48035,L,296.1,307.2,1615,30.8,18,11.099999999999966,49742.0,0,0,0,0,0,0,0.2639321142544294,Low
857,L48036,L,296.1,307.1,1898,22.7,20,11.0,43084.6,0,0,0,0,0,0,0.20763051138856925,Low
858,M15717,M,296.1,307.1,1350,53.3,22,11.0,71955.0,0,0,0,0,0,0,0.44379182590676214,Medium
859,M15718,M,296.2,307.0,1516,37.6,25,10.800000000000011,57001.6,0,0,0,0,0,0,0.3286731606577993,Low
860,H30273,H,296.2,307.0,1542,40.6,28,10.800000000000011,62605.200000000004,0,0,0,0,0,0,0.36249019576409514,Low
861,H30274,H,296.1,306.9,1541,32.6,33,10.799999999999955,50236.600000000006,0,0,0,0,0,0,0.2986489300232271,Low
862,M15721,M,296.1,306.9,1951,23.3,38,10.799999999999955,45458.3,0,0,0,0,0,0,0.244719055029712,Low
863,H30276,H,296.1,306.8,1645,31.0,41,10.699999999999989,50995.0,0,0,0,0,0,0,0.304209951850879,Low
864,L48043,L,296.0,306.7,1416,44.2,46,10.699999999999989,62587.200000000004,0,0,0,0,0,0,0.4106884703099215,Low
865,M15724,M,296.0,306.7,2044,22.3,48,10.699999999999989,45581.200000000004,0,0,0,0,0,0,0.2553109637940251,Low
866,L48045,L,295.9,306.6,1414,50.2,51,10.700000000000045,70982.8,0,0,0,0,0,0,0.47042427593792296,Medium
867,L48046,L,295.9,306.6,1678,26.7,53,10.700000000000045,44802.6,0,0,0,0,0,0,0.28564253071179424,Low
868,H30281,H,295.9,306.5,1594,33.2,55,10.600000000000023,52920.8,0,0,0,0,0,0,0.3427592305386847,Low
869,M15728,M,295.8,306.5,1514,37.7,60,10.699999999999989,57077.8,0,0,0,0,0,0,0.3847297893793574,Low
870,L48049,L,295.8,306.5,1358,49.2,63,10.699999999999989,66813.6,0,0,0,0,0,0,0.47453454514214366,Medium
871,L48050,L,295.8,306.4,1325,56.2,65,10.599999999999966,74465.0,0,0,0,0,0,0,0.5333496692226634,Medium
872,L48051,L,295.8,306.4,1339,53.2,67,10.599999999999966,71234.8,0,0,0,0,0,0,0.5127704407227107,Medium
873,M15732,M,295.8,306.4,1335,51.7,69,10.599999999999966,69019.5,0,0,0,0,0,0,0.5027132961675549,Medium
874,L48053,L,295.9,306.4,1892,21.7,72,10.5,41056.4,0,0,0,0,0,0,0.2797923881794407,Low
875,L48054,L,295.9,306.4,1575,28.5,74,10.5,44887.5,0,0,0,0,0,0,0.3289249789969856,Low
876,M15735,M,295.8,306.3,1444,45.5,76,10.5,65702.0,0,0,0,0,0,0,0.4722606386232775,Medium
877,L48056,L,295.7,306.3,1915,22.4,79,10.600000000000023,42896.0,0,0,0,0,0,0,0.2988390366802107,Low
878,M15737,M,295.6,306.2,1584,33.6,81,10.599999999999966,53222.4,0,0,0,0,0,0,0.3867414013621667,Low
879,M15738,M,295.7,306.3,1685,34.9,84,10.600000000000023,58806.5,0,0,0,0,0,0,0.41117396359818525,Low
880,L48059,L,295.8,306.3,1337,54.6,87,10.5,73000.2,0,0,0,0,0,0,0.5560498866561137,High
881,M15740,M,295.8,306.3,1235,76.2,89,10.5,94107.0,1,0,0,1,0,0,0.7253170251318655,High
882,L48061,L,295.7,306.2,1464,46.2,92,10.5,67636.8,0,0,0,0,0,0,0.5057504360343479,Medium
883,M15742,M,295.7,306.2,1739,25.9,94,10.5,45040.1,0,0,0,0,0,0,0.34660268702581143,Low
884,L48063,L,295.7,306.3,1490,34.3,97,10.600000000000023,51106.99999999999,0,0,0,0,0,0,0.41113101632920585,Low
885,L48064,L,295.8,306.4,1356,48.0,99,10.599999999999966,65088.0,0,0,0,0,0,0,0.5209809742521305,Medium
886,L48065,L,295.7,306.2,1397,52.0,101,10.5,72644.0,0,0,0,0,0,0,0.5630982325811568,High
887,L48066,L,295.7,306.2,1458,40.6,103,10.5,59194.8,0,0,0,0,0,0,0.47340462155988156,Medium
888,H30301,H,295.7,306.2,2161,16.5,105,10.5,35656.5,0,0,0,0,0,0,0.29126211990359574,Low
889,M15748,M,295.6,306.1,1651,28.1,110,10.5,46393.100000000006,0,0,0,0,0,0,0.3870270267026542,Low
890,L48069,L,295.6,306.1,1389,46.2,113,10.5,64171.8,0,0,0,0,0,0,0.5311666898760576,Medium
891,L48070,L,295.6,306.0,1370,52.4,115,10.399999999999977,71788.0,0,0,0,0,0,0,0.5855071205228934,High
892,L48071,L,295.7,306.1,1408,47.9,117,10.400000000000034,67443.2,0,0,0,0,0,0,0.5541817973651741,High
893,L48072,L,295.7,306.1,1343,54.4,119,10.400000000000034,73059.2,0,0,0,0,0,0,0.6056764349453967,High
894,M15753,M,295.7,306.2,1423,42.5,121,10.5,60477.5,0,0,0,0,0,0,0.5151847115329491,Medium
895,L48074,L,295.6,306.2,1426,48.6,124,10.599999999999966,69303.6,0,0,0,0,0,0,0.5732751802975367,High
896,M15755,M,295.6,306.2,1435,51.6,126,10.599999999999966,74046.0,0,0,0,0,0,0,0.603576202520106,High
897,L48076,L,295.5,306.1,1573,35.1,129,10.600000000000023,55212.3,0,0,0,0,0,0,0.4753434898511021,Medium
898,L48077,L,295.6,306.2,1612,31.2,131,10.599999999999966,50294.4,0,0,0,0,0,0,0.446027201588853,Medium
899,L48078,L,295.6,306.2,1446,49.9,133,10.599999999999966,72155.4,0,0,0,0,0,0,0.6010548466453006,High
900,H30313,H,295.6,306.2,1329,55.3,135,10.599999999999966,73493.7,0,0,0,0,0,0,0.6368941878919935,High
901,L48080,L,295.6,306.2,1569,35.1,140,10.599999999999966,55071.9,0,0,0,0,0,0,0.4924193367856789,Medium
902,H30315,H,295.6,306.1,1256,62.3,142,10.5,78248.8,0,0,0,0,0,0,0.6971069053979492,High
903,L48082,L,295.6,306.1,1383,48.7,147,10.5,67352.1,0,0,0,0,0,0,0.60580354397732,High
904,L48083,L,295.7,306.2,2270,14.6,149,10.5,33142.0,1,0,0,1,0,0,0.3447380783822973,Low
905,H30318,H,295.7,306.2,1458,49.8,151,10.5,72608.4,0,0,0,0,0,0,0.6299817161153054,High
906,L48085,L,295.6,306.1,1474,41.2,156,10.5,60728.8,0,0,0,0,0,0,0.5639424555896919,High
907,M15766,M,295.6,306.1,1462,49.2,158,10.5,71930.40000000001,0,0,0,0,0,0,0.6362288437723906,High
908,M15767,M,295.6,306.1,1669,29.0,161,10.5,48401.0,0,0,0,0,0,0,0.47711593815694764,Medium
909,M15768,M,295.5,306.1,1822,24.3,164,10.600000000000023,44274.6,0,0,0,0,0,0,0.44676345310003246,Medium
910,L48089,L,295.5,306.0,1456,39.2,167,10.5,57075.200000000004,0,0,0,0,0,0,0.5621356662914748,High
911,L48090,L,295.5,306.0,1546,35.9,169,10.5,55501.399999999994,0,0,0,0,0,0,0.543629764628256,High
912,M15771,M,295.6,306.1,1490,42.7,171,10.5,63623.00000000001,0,0,0,0,0,0,0.6024024553855853,High
913,L48092,L,295.6,306.0,1569,40.4,174,10.399999999999977,63387.6,0,0,0,0,0,0,0.5939792678100181,High
914,L48093,L,295.5,306.0,1621,29.5,176,10.5,47819.5,0,0,0,0,0,0,0.5022720640022793,Medium
915,M15774,M,295.4,305.9,1518,40.6,178,10.5,61630.8,0,0,0,0,0,0,0.59745501758943,High
916,M15775,M,295.4,305.8,1526,38.2,181,10.400000000000034,58293.200000000004,0,0,0,0,0,0,0.5815122086141151,High
917,M15776,M,295.3,305.8,1589,36.2,184,10.5,57521.8,0,0,0,0,0,0,0.5735330623343242,High
918,L48097,L,295.3,305.7,1475,51.0,187,10.399999999999977,75225.0,0,0,0,0,0,0,0.6993712203765694,High
919,M15778,M,295.3,305.7,1473,38.5,189,10.399999999999977,56710.5,0,0,0,0,0,0,0.5922526957947339,High
920,L48099,L,295.4,305.8,1407,50.7,192,10.400000000000034,71334.90000000001,0,0,0,0,0,0,0.6968875449365095,High
921,M15780,M,295.5,305.9,1518,44.1,194,10.399999999999977,66943.8,0,0,0,0,0,0,0.6539197311930819,High
922,H30335,H,295.5,305.9,1593,37.2,197,10.399999999999977,59259.600000000006,0,0,0,0,0,0,0.6034854993982686,High
923,M15782,M,295.5,305.9,1380,52.4,202,10.399999999999977,72312.0,0,0,0,0,0,0,0.7242338758180207,High
924,M15783,M,295.5,306.0,1423,45.3,205,10.5,64461.899999999994,0,0,0,0,0,0,0.6723279908954027,High
925,L48104,L,295.5,306.0,1800,27.6,208,10.5,49680.0,0,0,0,0,0,0,0.5466056490332997,High
926,H30339,H,295.6,306.1,1623,30.9,210,10.5,50150.7,0,0,0,0,0,0,0.568957163700683,High
